hotspot_id,latitude,longitude,rainfall,elevation,drain_capacity,flood_risk_level,associated_ward
HS0443,28.632007,77.167409,119,238,0.75,MEDIUM,W020
HS0444,28.656147,77.180801,92,210,0.62,MEDIUM,W020
HS0445,28.622358,77.188366,81,234,0.43,MEDIUM,W020
HS0446,28.657467,77.19033,82,234,0.38,MEDIUM,W020
HS0447,28.631701,77.191219,118,227,0.41,MEDIUM,W020
HS0448,28.64644,77.200178,96,238,0.75,LOW,W020
HS0449,28.640876,77.169092,86,234,0.4,MEDIUM,W020
HS0450,28.658611,77.167243,110,219,0.37,MEDIUM,W020
HS0451,28.833773,77.013558,62,202,0.77,MEDIUM,W021
HS0452,28.866838,77.031349,68,183,0.5,MEDIUM,W021
HS0453,28.848136,77.021625,88,186,0.53,MEDIUM,W021
HS0454,28.825271,77.038241,96,196,0.66,MEDIUM,W021
HS0455,28.872524,77.018174,60,206,0.66,MEDIUM,W021
HS0456,28.864867,77.023613,105,222,0.4,MEDIUM,W021
HS0457,28.849251,77.032214,62,222,0.45,MEDIUM,W021
HS0458,28.864011,77.023926,68,198,0.43,MEDIUM,W021
HS0459,28.867276,77.004155,60,205,0.51,MEDIUM,W021
HS0460,28.864832,77.021367,64,189,0.51,MEDIUM,W021
HS0461,28.870776,77.038825,75,200,0.48,MEDIUM,W021
HS0462,28.832152,77.005637,68,193,0.46,MEDIUM,W021
HS0463,28.844594,77.043041,61,210,0.54,MEDIUM,W021
HS0464,28.827429,77.035479,106,201,0.65,MEDIUM,W021
HS0465,28.827617,77.006561,95,186,0.77,MEDIUM,W021
HS0466,28.863254,77.032965,79,196,0.69,MEDIUM,W021
HS0467,28.863274,77.026346,76,211,0.51,MEDIUM,W021
HS0468,28.871075,77.042028,64,208,0.56,MEDIUM,W021
HS0469,28.872866,77.001447,61,210,0.54,MEDIUM,W021
HS0470,28.860905,77.031519,97,209,0.59,MEDIUM,W021
HS0471,28.418817,77.259665,177,233,0.4,HIGH,W022
HS0472,28.416023,77.268315,168,256,0.22,HIGH,W022
HS0473,28.434819,77.237243,183,237,0.39,HIGH,W022
HS0474,28.419725,77.266251,172,251,0.43,MEDIUM,W022
HS0475,28.407206,77.262009,151,250,0.42,MEDIUM,W022
HS0476,28.417721,77.260114,144,246,0.22,HIGH,W022
HS0477,28.394396,77.25628,157,239,0.53,MEDIUM,W022
HS0478,28.388877,77.272441,178,251,0.3,HIGH,W022
HS0479,28.391067,77.2652,187,221,0.52,HIGH,W022
HS0480,28.415643,77.280809,152,253,0.44,MEDIUM,W022
HS0481,28.419405,77.270796,148,255,0.19,HIGH,W022
HS0482,28.388959,77.255505,177,238,0.52,HIGH,W022
HS0483,28.410244,77.246762,171,226,0.33,HIGH,W022
HS0484,28.438356,77.245285,185,237,0.23,HIGH,W022
HS0485,28.421243,77.274744,189,249,0.51,HIGH,W022
HS0486,28.390018,77.251625,188,222,0.18,HIGH,W022
HS0487,28.434101,77.251569,192,220,0.24,HIGH,W022
HS0488,28.418398,77.263566,172,227,0.5,HIGH,W022
HS0489,28.407707,77.258501,155,220,0.4,HIGH,W022
HS0490,28.425687,77.270722,188,225,0.18,HIGH,W022
HS0491,28.407099,77.279864,148,242,0.28,HIGH,W022
HS0492,28.431803,77.279589,179,226,0.16,HIGH,W022
HS0493,28.630753,77.313184,208,216,0.69,HIGH,W023
HS0494,28.630163,77.314138,202,193,0.55,HIGH,W023
HS0495,28.649273,77.296291,176,191,0.64,HIGH,W023
HS0496,28.633168,77.284481,189,182,0.6,HIGH,W023
HS0497,28.622088,77.31732,203,179,0.89,HIGH,W023
HS0498,28.61363,77.307493,214,188,0.9,HIGH,W023
HS0499,28.645375,77.3177,212,198,0.7,HIGH,W023
HS0500,28.648328,77.28207,177,205,0.73,HIGH,W023
HS0501,28.634814,77.299516,189,203,0.85,MEDIUM,W023
HS0502,28.618839,77.322138,170,214,0.77,MEDIUM,W023
HS0503,28.626712,77.295247,181,211,0.65,HIGH,W023
HS0504,28.653214,77.285554,210,213,0.66,HIGH,W023
HS0505,28.634116,77.321396,188,195,0.66,HIGH,W023
HS0506,28.631128,77.302398,187,187,0.58,HIGH,W023
HS0507,28.641718,77.290635,211,201,0.69,HIGH,W023
HS0508,28.645067,77.324821,202,184,0.84,HIGH,W023
HS0509,28.622875,77.30874,195,195,0.69,HIGH,W023
HS0510,28.644657,77.325755,175,214,0.57,HIGH,W023
HS0511,28.618631,77.297222,204,197,0.65,HIGH,W023
HS0512,28.645506,77.310268,208,187,0.69,HIGH,W023
HS0513,28.629483,77.308717,175,218,0.8,MEDIUM,W023
HS0514,28.616621,77.306678,178,179,0.77,HIGH,W023
HS0515,28.637494,77.015704,58,289,0.65,LOW,W024
HS0516,28.637267,77.001232,34,276,0.95,LOW,W024
HS0517,28.612879,77.016309,30,267,0.93,LOW,W024
HS0518,28.636325,77.011325,58,282,0.88,LOW,W024
HS0519,28.646741,77.027485,38,251,0.78,LOW,W024
HS0520,28.646372,77.001091,73,257,0.77,LOW,W024
HS0521,28.611835,77.033668,74,265,0.78,LOW,W024
HS0522,28.606448,77.01031,69,268,0.95,LOW,W024
HS0523,28.612837,76.994268,51,256,0.75,LOW,W024
HS0524,28.629751,77.039322,57,268,0.74,LOW,W024
HS0525,28.642854,77.012593,58,279,0.77,LOW,W024
HS0526,28.606163,77.027381,69,254,0.78,LOW,W024
HS0527,28.6388,77.023755,72,282,0.59,LOW,W024
HS0528,28.613546,77.024003,78,259,0.59,LOW,W024
HS0529,28.642888,77.029559,44,275,0.82,LOW,W024
HS0530,28.623967,77.018321,77,289,0.86,LOW,W024
HS0531,28.640588,76.99165,48,279,0.74,LOW,W024
HS0532,28.635787,77.008267,35,279,0.65,LOW,W024
HS0533,28.615575,77.02119,50,276,0.95,LOW,W024
HS0534,28.631603,77.022539,71,262,0.78,LOW,W024
HS0535,28.638483,77.004466,37,290,0.72,LOW,W024
HS0536,28.614738,77.001665,59,280,0.95,LOW,W024
HS0537,28.628016,77.000315,46,276,0.87,LOW,W024
HS0538,28.621803,77.032011,47,282,0.76,LOW,W024
HS0539,28.607113,77.234637,116,163,1.0,MEDIUM,W025
HS0540,28.588721,77.23491,106,181,1.0,MEDIUM,W025
HS0541,28.583431,77.251199,100,170,1.0,MEDIUM,W025
HS0542,28.613242,77.260335,101,166,1.0,MEDIUM,W025
HS0543,28.611178,77.258826,111,188,0.89,MEDIUM,W025
HS0544,28.595695,77.234634,99,192,0.9,MEDIUM,W025
HS0545,28.600362,77.223383,128,166,0.97,MEDIUM,W025
HS0546,28.582548,77.247144,107,167,1.0,MEDIUM,W025
HS0547,28.613766,77.263678,89,193,1.0,MEDIUM,W025
HS0548,28.575858,77.22618,98,172,0.93,MEDIUM,W025
HS0549,28.609904,77.261767,88,163,1.0,MEDIUM,W025
HS0550,28.58457,77.223452,91,195,0.81,MEDIUM,W025
HS0551,28.590516,77.260621,89,190,0.93,MEDIUM,W025
HS0552,28.605212,77.233035,116,191,1.0,MEDIUM,W025
HS0553,28.603682,77.259549,110,175,1.0,MEDIUM,W025
HS0554,28.572762,77.268355,83,181,0.96,MEDIUM,W025
HS0555,28.592025,77.2249,107,179,0.98,MEDIUM,W025
HS0556,28.607865,77.240896,98,179,1.0,MEDIUM,W025
HS0557,28.591451,77.240008,106,165,1.0,MEDIUM,W025
HS0558,28.595959,77.243587,128,164,1.0,MEDIUM,W025
HS0559,28.595553,77.268431,92,171,1.0,MEDIUM,W025
HS0560,28.614137,77.239556,96,183,1.0,MEDIUM,W025
HS0561,28.604077,77.224154,103,170,1.0,MEDIUM,W025
HS0562,28.609885,77.261947,79,175,0.88,MEDIUM,W025
HS0563,28.574612,77.25042,95,189,1.0,MEDIUM,W025
HS0564,28.80826,77.065664,160,192,0.92,MEDIUM,W026
HS0565,28.847444,77.074755,120,205,0.78,MEDIUM,W026
HS0566,28.827397,77.034394,154,215,0.84,MEDIUM,W026
HS0567,28.811231,77.063737,161,217,0.82,MEDIUM,W026
HS0568,28.842435,77.030035,143,207,0.95,MEDIUM,W026
HS0569,28.838119,77.039023,163,184,0.78,HIGH,W026
HS0570,28.856112,77.060882,144,200,0.69,MEDIUM,W026
HS0571,28.847435,77.076571,137,214,0.94,MEDIUM,W026
HS0572,28.838435,77.075378,125,192,0.92,MEDIUM,W026
HS0573,28.810423,77.043473,156,189,0.91,MEDIUM,W026
HS0574,28.84993,77.073607,136,188,0.9,MEDIUM,W026
HS0575,28.828114,77.035115,137,215,0.96,MEDIUM,W026
HS0576,28.811044,77.048632,137,180,0.97,MEDIUM,W026
HS0577,28.815604,77.032431,161,200,0.9,MEDIUM,W026
HS0578,28.823616,77.041678,147,187,0.68,HIGH,W026
HS0579,28.825069,77.060409,149,213,0.66,MEDIUM,W026
HS0580,28.847754,77.034055,155,201,0.64,HIGH,W026
HS0581,28.81144,77.050936,128,205,0.83,MEDIUM,W026
HS0582,28.815102,77.050634,127,217,0.7,MEDIUM,W026
HS0583,28.822887,77.026866,140,194,0.76,MEDIUM,W026
HS0584,28.856515,77.046494,159,211,0.76,MEDIUM,W026
HS0585,28.525519,77.265094,143,270,0.9,LOW,W027
HS0586,28.518128,77.23998,170,243,1.0,MEDIUM,W027
HS0587,28.552642,77.256305,158,251,0.83,MEDIUM,W027
HS0588,28.545248,77.26236,175,268,0.97,LOW,W027
HS0589,28.526236,77.280722,149,246,0.76,MEDIUM,W027
HS0590,28.530865,77.275854,171,243,0.99,MEDIUM,W027
HS0591,28.549059,77.263239,144,256,0.98,LOW,W027
HS0592,28.528305,77.286244,139,255,0.93,LOW,W027
HS0593,28.522137,77.244315,159,260,0.97,LOW,W027
HS0594,28.532704,77.25806,147,252,0.87,MEDIUM,W027
HS0595,28.536997,77.26567,137,244,0.73,MEDIUM,W027
HS0596,28.555111,77.282431,143,261,0.86,LOW,W027
HS0597,28.525048,77.287158,172,261,0.72,MEDIUM,W027
HS0598,28.55187,77.250215,153,234,0.63,MEDIUM,W027
HS0599,28.551699,77.277362,151,243,0.72,MEDIUM,W027
HS0600,28.521435,77.265449,144,247,0.75,MEDIUM,W027
HS0601,28.52002,77.285157,154,238,0.71,MEDIUM,W027
HS0602,28.520073,77.283154,170,267,0.82,MEDIUM,W027
HS0603,28.546195,77.245457,133,248,0.84,LOW,W027
HS0604,28.54337,77.284491,181,259,0.91,MEDIUM,W027
HS0605,28.53195,77.271452,161,251,0.65,MEDIUM,W027
HS0606,28.540496,77.249069,146,239,0.82,MEDIUM,W027
HS0607,28.546844,77.243902,161,263,0.97,LOW,W027
HS0608,28.554585,77.287552,175,265,0.93,LOW,W027
HS0609,28.73282,77.344334,209,254,0.76,MEDIUM,W028
HS0610,28.725477,77.367168,176,241,0.63,MEDIUM,W028
HS0611,28.726012,77.323826,203,271,0.7,MEDIUM,W028
HS0612,28.727867,77.35492,185,280,0.76,MEDIUM,W028
HS0613,28.735386,77.324358,201,248,0.7,MEDIUM,W028
HS0614,28.727741,77.338304,213,261,0.77,MEDIUM,W028
HS0615,28.749413,77.36771,192,257,0.65,MEDIUM,W028
HS0616,28.725635,77.335833,202,277,0.74,MEDIUM,W028
HS0617,28.752973,77.334923,207,276,0.78,MEDIUM,W028
HS0618,28.716534,77.356852,205,276,0.64,MEDIUM,W028
HS0619,28.765525,77.336644,199,280,0.52,MEDIUM,W028
HS0620,28.758497,77.325499,212,280,0.61,MEDIUM,W028
HS0621,28.765262,77.368,214,244,0.47,HIGH,W028
HS0622,28.724264,77.333049,176,271,0.45,MEDIUM,W028
HS0623,28.764424,77.343386,198,243,0.49,HIGH,W028
HS0624,28.739568,77.354146,190,260,0.69,MEDIUM,W028
HS0625,28.744915,77.366268,169,243,0.69,MEDIUM,W028
HS0626,28.7188,77.321394,176,266,0.68,MEDIUM,W028
HS0627,28.758827,77.338888,176,263,0.51,MEDIUM,W028
HS0628,28.730963,77.326403,189,242,0.46,HIGH,W028
HS0629,28.590777,76.926491,188,187,0.97,MEDIUM,W029
HS0630,28.58716,76.897731,181,181,0.85,HIGH,W029
HS0631,28.568807,76.889163,171,172,1.0,MEDIUM,W029
HS0632,28.577785,76.919984,170,193,1.0,MEDIUM,W029
HS0633,28.601636,76.911664,189,169,0.84,HIGH,W029
HS0634,28.588616,76.930467,174,177,1.0,MEDIUM,W029
HS0635,28.56581,76.912177,203,204,0.77,HIGH,W029
HS0636,28.563949,76.913076,167,206,0.69,HIGH,W029
HS0637,28.593523,76.909949,178,205,0.75,HIGH,W029
HS0638,28.588986,76.898152,194,196,0.78,HIGH,W029
HS0639,28.609073,76.904896,213,200,0.7,HIGH,W029
HS0640,28.563225,76.917935,188,206,1.0,MEDIUM,W029
HS0641,28.589309,76.890228,208,187,0.98,HIGH,W029
HS0642,28.564409,76.928128,182,174,0.74,HIGH,W029
HS0643,28.563176,76.9112,179,183,1.0,MEDIUM,W029
HS0644,28.578504,76.928979,201,180,0.83,HIGH,W029
HS0645,28.601007,76.924515,193,179,0.86,HIGH,W029
HS0646,28.575751,76.929962,172,171,1.0,MEDIUM,W029
HS0647,28.59478,76.909913,192,171,0.8,HIGH,W029
HS0648,28.573076,76.916042,216,184,0.81,HIGH,W029
HS0649,28.606992,76.925577,173,181,0.93,MEDIUM,W029
HS0650,28.582248,77.177641,162,228,0.8,MEDIUM,W030
HS0651,28.614114,77.189983,171,249,0.84,MEDIUM,W030
HS0652,28.601955,77.187937,177,210,0.89,MEDIUM,W030
HS0653,28.617547,77.169557,141,246,0.74,MEDIUM,W030
HS0654,28.599809,77.152063,143,237,1.0,LOW,W030
HS0655,28.58786,77.153978,159,211,0.93,MEDIUM,W030
HS0656,28.591615,77.168095,170,240,1.0,MEDIUM,W030
HS0657,28.591068,77.187283,171,248,0.96,MEDIUM,W030
HS0658,28.611537,77.163135,137,247,0.92,LOW,W030
HS0659,28.613918,77.164397,161,232,1.0,MEDIUM,W030
HS0660,28.607061,77.185207,173,213,1.0,MEDIUM,W030
HS0661,28.60507,77.164663,142,249,0.93,LOW,W030
HS0662,28.593765,77.188053,133,212,1.0,MEDIUM,W030
HS0663,28.615688,77.177809,131,226,1.0,LOW,W030
HS0664,28.597336,77.176529,133,244,1.0,LOW,W030
HS0665,28.600057,77.182139,138,222,1.0,MEDIUM,W030
HS0666,28.581334,77.17315,150,223,0.99,MEDIUM,W030
HS0667,28.586065,77.1899,150,219,0.96,MEDIUM,W030
HS0668,28.59118,77.158335,150,239,1.0,LOW,W030
HS0669,28.586571,77.171245,174,234,1.0,MEDIUM,W030
HS0670,28.616258,77.177494,157,234,0.97,MEDIUM,W030
HS0671,28.610168,77.151125,162,220,0.72,MEDIUM,W030
HS0672,28.856276,77.140907,96,208,0.59,MEDIUM,W031
HS0673,28.829844,77.128208,90,222,0.45,MEDIUM,W031
HS0674,28.828508,77.12711,105,222,0.22,HIGH,W031
HS0675,28.848232,77.140999,127,218,0.37,HIGH,W031
HS0676,28.837174,77.12599,105,233,0.5,MEDIUM,W031
HS0677,28.822438,77.170889,126,246,0.26,MEDIUM,W031
HS0678,28.829388,77.133844,96,242,0.55,MEDIUM,W031
HS0679,28.855383,77.130445,107,235,0.47,MEDIUM,W031
HS0680,28.823229,77.139664,93,216,0.49,MEDIUM,W031
HS0681,28.852395,77.163631,108,209,0.41,HIGH,W031
HS0682,28.843553,77.153315,92,227,0.54,MEDIUM,W031
HS0683,28.846871,77.133372,99,231,0.33,MEDIUM,W031
HS0684,28.826917,77.1461,95,224,0.24,HIGH,W031
HS0685,28.810597,77.145273,102,240,0.3,MEDIUM,W031
HS0686,28.840938,77.138668,101,242,0.27,MEDIUM,W031
HS0687,28.81442,77.158082,126,221,0.55,MEDIUM,W031
HS0688,28.842518,77.166895,97,211,0.28,HIGH,W031
HS0689,28.845761,77.143701,83,235,0.62,MEDIUM,W031
HS0690,28.810364,77.147903,110,213,0.27,HIGH,W031
HS0691,28.817316,77.143267,114,227,0.57,MEDIUM,W031
HS0692,28.823335,77.149061,81,216,0.39,MEDIUM,W031
HS0693,28.825377,77.153889,95,222,0.3,MEDIUM,W031
HS0694,28.855585,77.160131,80,217,0.44,MEDIUM,W031
HS0695,28.847839,77.126487,129,218,0.24,HIGH,W031
HS0696,28.51177,77.273018,158,232,1.0,MEDIUM,W032
HS0697,28.526731,77.293391,115,223,0.82,MEDIUM,W032
HS0698,28.536116,77.29696,156,207,0.9,MEDIUM,W032
HS0699,28.520982,77.29298,113,220,0.77,MEDIUM,W032
HS0700,28.487225,77.282173,139,229,0.78,MEDIUM,W032
HS0701,28.510361,77.310421,144,217,1.0,MEDIUM,W032
HS0702,28.51977,77.275822,127,226,0.82,MEDIUM,W032
HS0703,28.522227,77.26894,127,238,0.84,MEDIUM,W032
HS0704,28.516865,77.283837,120,216,0.78,MEDIUM,W032
HS0705,28.518295,77.303606,159,224,0.96,MEDIUM,W032
HS0706,28.526031,77.29691,147,228,0.97,MEDIUM,W032
HS0707,28.518829,77.303544,113,233,1.0,LOW,W032
HS0708,28.516759,77.271563,150,228,0.92,MEDIUM,W032
HS0709,28.514493,77.305259,135,218,1.0,MEDIUM,W032
HS0710,28.530308,77.270802,117,240,1.0,LOW,W032
HS0711,28.5235,77.302506,147,229,0.89,MEDIUM,W032
HS0712,28.529035,77.293992,149,207,0.87,MEDIUM,W032
HS0713,28.524975,77.267351,116,208,0.9,MEDIUM,W032
HS0714,28.493547,77.285386,125,210,1.0,MEDIUM,W032
HS0715,28.532293,77.305131,118,236,1.0,LOW,W032
HS0716,28.674341,77.348591,119,181,0.49,HIGH,W033
HS0717,28.652866,77.339118,99,191,0.81,MEDIUM,W033
HS0718,28.633447,77.318807,113,195,0.51,HIGH,W033
HS0719,28.63737,77.343435,98,196,0.68,MEDIUM,W033
HS0720,28.658488,77.306924,110,207,0.6,MEDIUM,W033
HS0721,28.663122,77.322107,110,184,0.49,HIGH,W033
HS0722,28.648511,77.307503,96,215,0.84,MEDIUM,W033
HS0723,28.65497,77.329265,111,192,0.85,MEDIUM,W033
HS0724,28.661901,77.343295,132,177,0.61,HIGH,W033
HS0725,28.66639,77.336781,114,209,0.7,MEDIUM,W033
HS0726,28.639181,77.331596,97,196,0.73,MEDIUM,W033
HS0727,28.670439,77.346314,104,214,0.49,MEDIUM,W033
HS0728,28.671782,77.336356,107,204,0.63,MEDIUM,W033
HS0729,28.66362,77.345169,104,184,0.5,HIGH,W033
HS0730,28.680939,77.308073,111,199,0.68,MEDIUM,W033
HS0731,28.659834,77.306973,104,215,0.84,MEDIUM,W033
HS0732,28.656473,77.306006,96,202,0.57,MEDIUM,W033
HS0733,28.679392,77.328832,104,182,0.55,HIGH,W033
HS0734,28.648154,77.333353,86,211,0.77,MEDIUM,W033
HS0735,28.661922,77.339182,92,187,0.81,MEDIUM,W033
HS0736,28.565835,76.991027,215,236,0.34,HIGH,W034
HS0737,28.601905,76.956987,193,240,0.22,HIGH,W034
HS0738,28.594664,76.991045,173,235,0.57,MEDIUM,W034
HS0739,28.590143,76.971302,197,247,0.52,HIGH,W034
HS0740,28.572237,76.984927,195,249,0.22,HIGH,W034
HS0741,28.573303,76.981237,183,259,0.46,MEDIUM,W034
HS0742,28.606225,76.978527,199,253,0.55,MEDIUM,W034
HS0743,28.578942,77.00523,207,262,0.38,HIGH,W034
HS0744,28.577086,76.992465,186,242,0.28,HIGH,W034
HS0745,28.565364,76.969064,217,262,0.55,MEDIUM,W034
HS0746,28.571206,76.964067,203,228,0.49,HIGH,W034
HS0747,28.56678,76.958868,170,231,0.44,HIGH,W034
HS0748,28.599934,76.984789,193,243,0.32,HIGH,W034
HS0749,28.582837,76.98986,201,238,0.26,HIGH,W034
HS0750,28.564942,76.999878,204,255,0.44,HIGH,W034
HS0751,28.560369,77.002918,195,263,0.4,HIGH,W034
HS0752,28.566377,76.971691,171,236,0.53,MEDIUM,W034
HS0753,28.595511,76.969793,176,225,0.33,HIGH,W034
HS0754,28.605725,76.972224,175,230,0.44,HIGH,W034
HS0755,28.596422,76.979416,187,255,0.6,MEDIUM,W034
HS0756,28.556863,77.000693,179,261,0.51,MEDIUM,W034
HS0757,28.587235,76.973032,190,236,0.53,HIGH,W034
HS0758,28.570355,76.962549,184,226,0.46,HIGH,W034
HS0759,28.574485,77.173137,64,269,0.39,LOW,W035
HS0760,28.579479,77.188911,88,262,0.57,LOW,W035
HS0761,28.598062,77.184437,86,275,0.46,LOW,W035
HS0762,28.609959,77.198355,82,272,0.41,MEDIUM,W035
HS0763,28.616559,77.193838,85,283,0.33,MEDIUM,W035
HS0764,28.599945,77.195362,102,273,0.26,MEDIUM,W035
HS0765,28.59888,77.204967,89,261,0.46,MEDIUM,W035
HS0766,28.587352,77.198048,104,254,0.31,MEDIUM,W035
HS0767,28.578777,77.186117,63,263,0.4,MEDIUM,W035
HS0768,28.594247,77.190947,65,259,0.58,LOW,W035
HS0769,28.575928,77.192067,78,254,0.27,MEDIUM,W035
HS0770,28.597355,77.195083,105,260,0.46,MEDIUM,W035
HS0771,28.616652,77.169217,72,258,0.26,MEDIUM,W035
HS0772,28.577926,77.193846,94,252,0.37,MEDIUM,W035
HS0773,28.598123,77.189496,106,276,0.61,LOW,W035
HS0774,28.617864,77.206606,103,265,0.34,MEDIUM,W035
HS0775,28.586569,77.216257,104,256,0.62,MEDIUM,W035
HS0776,28.57579,77.185889,71,279,0.27,MEDIUM,W035
HS0777,28.568871,77.200304,84,283,0.44,LOW,W035
HS0778,28.589434,77.167982,90,255,0.31,MEDIUM,W035
HS0779,28.573583,77.214618,65,257,0.53,LOW,W035
HS0780,28.58443,77.186439,70,256,0.28,MEDIUM,W035
HS0781,28.577614,77.206658,59,261,0.46,LOW,W035
HS0782,28.592416,77.212904,104,264,0.35,MEDIUM,W035
HS0783,28.876094,77.120591,114,220,0.99,LOW,W036
HS0784,28.885252,77.089636,116,195,0.8,MEDIUM,W036
HS0785,28.892632,77.087448,94,212,0.96,LOW,W036
HS0786,28.857354,77.114981,108,213,0.85,MEDIUM,W036
HS0787,28.84712,77.087464,112,220,1.0,LOW,W036
HS0788,28.876335,77.101385,113,207,0.89,MEDIUM,W036
HS0789,28.872149,77.081362,103,229,0.8,MEDIUM,W036
HS0790,28.850371,77.08634,97,215,0.81,MEDIUM,W036
HS0791,28.8501,77.098857,81,217,0.76,MEDIUM,W036
HS0792,28.880265,77.113439,107,224,1.0,LOW,W036
HS0793,28.861214,77.090593,96,233,0.86,LOW,W036
HS0794,28.872235,77.088908,122,234,0.74,MEDIUM,W036
HS0795,28.867372,77.080569,102,200,0.77,MEDIUM,W036
HS0796,28.880958,77.099023,96,220,0.85,MEDIUM,W036
HS0797,28.850246,77.10043,95,231,1.0,LOW,W036
HS0798,28.846767,77.113104,77,219,0.77,MEDIUM,W036
HS0799,28.864497,77.123804,113,200,0.65,MEDIUM,W036
HS0800,28.872962,77.125477,110,227,0.68,MEDIUM,W036
HS0801,28.875005,77.10593,99,229,1.0,LOW,W036
HS0802,28.853536,77.079531,118,228,1.0,LOW,W036
HS0803,28.462685,77.088915,129,225,0.49,MEDIUM,W037
HS0804,28.444124,77.064866,137,243,0.44,MEDIUM,W037
HS0805,28.470872,77.067732,129,215,0.61,MEDIUM,W037
HS0806,28.434706,77.090072,147,248,0.66,MEDIUM,W037
HS0807,28.469971,77.08424,122,233,0.53,MEDIUM,W037
HS0808,28.47193,77.049188,144,218,0.49,HIGH,W037
HS0809,28.446014,77.061795,119,244,0.59,MEDIUM,W037
HS0810,28.466688,77.081623,119,227,0.72,MEDIUM,W037
HS0811,28.472141,77.049442,149,219,0.45,HIGH,W037
HS0812,28.437983,77.080419,150,218,0.43,HIGH,W037
HS0813,28.431383,77.093656,146,222,0.45,HIGH,W037
HS0814,28.45215,77.066324,113,216,0.5,MEDIUM,W037
HS0815,28.451871,77.05898,144,248,0.4,MEDIUM,W037
HS0816,28.450634,77.067192,109,240,0.65,MEDIUM,W037
HS0817,28.479619,77.068173,121,211,0.76,MEDIUM,W037
HS0818,28.452746,77.080096,110,212,0.49,MEDIUM,W037
HS0819,28.45271,77.080756,109,228,0.53,MEDIUM,W037
HS0820,28.431678,77.074665,120,233,0.7,MEDIUM,W037
HS0821,28.47109,77.064682,139,223,0.44,HIGH,W037
HS0822,28.479152,77.067329,123,234,0.73,MEDIUM,W037
HS0823,28.444708,77.089115,122,237,0.61,MEDIUM,W037
HS0824,28.624599,77.235613,132,262,1.0,LOW,W038
HS0825,28.619058,77.227825,143,273,1.0,LOW,W038
HS0826,28.614952,77.237071,136,279,0.75,LOW,W038
HS0827,28.593004,77.235792,147,258,0.73,MEDIUM,W038
HS0828,28.581082,77.24276,167,276,0.93,LOW,W038
HS0829,28.592606,77.267669,139,287,0.97,LOW,W038
HS0830,28.620987,77.269818,148,263,0.93,LOW,W038
HS0831,28.593441,77.264142,164,295,1.0,LOW,W038
HS0832,28.628799,77.231376,126,278,0.73,LOW,W038
HS0833,28.622647,77.247935,169,291,0.89,LOW,W038
HS0834,28.596219,77.24435,167,260,1.0,LOW,W038
HS0835,28.627449,77.267183,154,269,0.93,LOW,W038
HS0836,28.615676,77.238639,136,279,0.72,LOW,W038
HS0837,28.611425,77.235805,169,270,0.69,MEDIUM,W038
HS0838,28.598315,77.263615,127,270,0.76,LOW,W038
HS0839,28.627928,77.235404,143,295,0.82,LOW,W038
HS0840,28.587788,77.221026,168,268,1.0,LOW,W038
HS0841,28.599282,77.23835,148,289,0.73,LOW,W038
HS0842,28.603955,77.222153,144,293,0.69,LOW,W038
HS0843,28.600663,77.24419,156,269,1.0,LOW,W038
HS0844,28.607328,77.243889,141,290,1.0,LOW,W038
HS0845,28.623487,77.254167,162,272,0.77,MEDIUM,W038
HS0846,28.697844,76.88886,142,211,0.68,MEDIUM,W039
HS0847,28.693586,76.8688,128,242,0.64,MEDIUM,W039
HS0848,28.672238,76.866802,121,241,0.77,MEDIUM,W039
HS0849,28.665373,76.896931,141,243,0.85,MEDIUM,W039
HS0850,28.695113,76.891959,145,206,0.61,HIGH,W039
HS0851,28.676923,76.873262,155,237,0.84,MEDIUM,W039
HS0852,28.663028,76.893289,118,221,0.65,MEDIUM,W039
HS0853,28.688816,76.869545,161,218,0.59,HIGH,W039
HS0854,28.673913,76.892775,155,244,0.89,MEDIUM,W039
HS0855,28.695176,76.894479,142,239,0.74,MEDIUM,W039
HS0856,28.700745,76.879982,154,212,0.86,MEDIUM,W039
HS0857,28.663733,76.88274,158,234,0.84,MEDIUM,W039
HS0858,28.668582,76.856169,124,211,0.69,MEDIUM,W039
HS0859,28.692679,76.85585,113,229,0.78,MEDIUM,W039
HS0860,28.660549,76.877228,147,235,0.74,MEDIUM,W039
HS0861,28.700178,76.896213,153,239,0.9,MEDIUM,W039
HS0862,28.668269,76.891265,129,243,0.69,MEDIUM,W039
HS0863,28.659517,76.894978,134,208,0.81,MEDIUM,W039
HS0864,28.657495,76.859347,147,206,0.89,MEDIUM,W039
HS0865,28.678535,76.859713,113,232,0.86,LOW,W039
HS0866,28.658253,76.877824,152,231,0.76,MEDIUM,W039
HS0867,28.629117,77.20916,98,200,0.74,MEDIUM,W040
HS0868,28.617592,77.209222,115,181,0.65,HIGH,W040
HS0869,28.609569,77.213648,83,187,0.43,HIGH,W040
HS0870,28.609656,77.225528,103,209,0.51,MEDIUM,W040
HS0871,28.620464,77.189948,87,196,0.5,MEDIUM,W040
HS0872,28.607972,77.186028,107,190,0.73,MEDIUM,W040
HS0873,28.634978,77.201653,96,213,0.42,MEDIUM,W040
HS0874,28.606907,77.231426,83,210,0.55,MEDIUM,W040
HS0875,28.618308,77.207924,110,203,0.66,MEDIUM,W040
HS0876,28.618724,77.2157,114,200,0.65,MEDIUM,W040
HS0877,28.628593,77.218865,124,184,0.68,HIGH,W040
